total_size_mean,total_size_sd,v_mean,v_sd,beta_mean,beta_sd,fd_v_mean,fd_v_sd,fd_beta_mean,fd_beta_sd,beta,v,N_samples,N,T,i0
2.9576,4.810135366078589,-26.0739,420.336291198559,1.4630839408301541,8.275073030853186,-21.76,160.07830866950914,1.434,12.515562629414353,3.4000000000000004,0.8,10000,1000,10,1
2.0384,2.429264382482895,-13.986,223.84962155274448,0.5859679241487897,2.9346122539818924,-12.36,100.79804772237638,0.68,8.728414433438193,3.4000000000000004,0.85,10000,1000,10,1
1.5213,1.23545388825322,-8.7912,190.92720267743994,0.22386264591414928,1.0323973095683816,-7.68,58.7653208643808,0.244,3.9219895716613045,3.4000000000000004,0.9,10000,1000,10,1
1.2051,0.5798568702705866,-4.6953,84.05038789131476,0.07034951463265987,0.3284808080728461,-4.08,32.61073360098787,0.074,1.5603741463981242,3.4000000000000004,0.95,10000,1000,10,1
1.0353,0.19913289532370085,-3.8961,65.39611892174491,0.010867087550712012,0.07248778017617673,-3.74,27.822469498247237,0.004,0.28282856857099853,3.4000000000000004,0.99,10000,1000,10,1
704.526,447.6498673338349,-915.8832,13923.3473343538,72.72722126144836,1201.5578830374202,-995.02,7381.8347548583615,77.364,1216.4202478279997,3.5,0.01,10000,1000,10,1
664.5693,434.5836734134291,-1197.1017,21180.004567074655,84.83564999451531,1191.181047903065,-1044.5,7854.0287959004,73.868,1132.9512418580255,3.5,0.05,10000,1000,10,1
613.9453,417.91003231306854,-963.4356,15588.270027411554,101.337248467524,1168.3229018160453,-954.26,6724.361795483318,93.232,1230.414038462909,3.5,0.1,10000,1000,10,1
563.2628,400.01956494171634,-1135.5633,19116.183574527593,106.90387040801028,1147.0659348197275,-942.8,6163.2406016211435,75.508,1035.9456840404464,3.5,0.15,10000,1000,10,1
510.68,380.5650840526493,-968.8302,11919.854530596042,133.068197941829,1096.7505708099488,-1097.96,7236.224439085155,99.534,1069.4577115639881,3.5,0.2,10000,1000,10,1
453.7843,357.71225359709166,-1192.5063,14219.270617280234,157.6592099969863,992.8631873353702,-1169.7,6747.949569486958,126.024,1027.8078761748388,3.5,0.25,10000,1000,10,1
392.3179,329.060488420579,-1496.9016,17911.11283141847,183.4375764420687,877.9479163820149,-1265.26,6246.809057009784,147.356,925.6428959059072,3.5,0.3,10000,1000,10,1
323.5332,295.07359471453896,-1322.2764,12347.315045753347,189.95193098857715,749.0616314845671,-1355.54,5843.412175688577,174.392,898.3077234514915,3.5,0.35,10000,1000,10,1
254.3938,255.21666074447413,-1466.6319,13016.098172938278,183.56853857303244,613.1877532844067,-1382.64,5342.63914275529,163.602,687.1690663356237,3.5,0.4,10000,1000,10,1
188.1056,209.78879342958243,-1321.1775,10513.750986578221,160.94616283980585,483.3018228750097,-1290.76,4283.709331754887,158.956,533.6524229822774,3.5,0.45,10000,1000,10,1
127.1869,161.23181251970718,-1078.92,6514.280689522841,124.11385487059069,362.3183166739299,-1105.12,3041.380407821177,133.318,407.33404348065216,3.5,0.5,10000,1000,10,1
78.0147,113.86342381954796,-983.016,6861.251063396491,84.00905036621356,258.2281520687386,-805.68,2283.4029715564993,94.984,272.3567101463743,3.5,0.55,10000,1000,10,1
42.9751,72.90116240493015,-560.3391,3308.21196409044,48.48874253398283,162.39163236978476,-551.8,1815.7991278352526,60.184,204.41150787187848,3.5,0.6,10000,1000,10,1
21.4787,41.977583855076745,-336.1635,2671.1964907952756,24.219641374932138,92.6152075962007,-278.0,1020.519547100692,30.15,118.39366201752775,3.5,0.65,10000,1000,10,1
10.5641,22.22905961101369,-134.2656,1169.5869914759242,10.774840767307753,46.592305428773315,-136.16,659.9151484852579,12.236,65.0278645375706,3.5,0.7,10000,1000,10,1
5.3928,10.949488945151732,-85.914,988.0013080266979,4.274208980462563,21.148194735751925,-65.8,401.38568864261305,4.78,28.515836219397976,3.5,0.75,10000,1000,10,1
3.1083,5.210467455996631,-29.97,419.7198982408363,1.5855740968647114,9.096092007643547,-26.84,164.5427659673412,1.816,17.00150137796396,3.5,0.8,10000,1000,10,1
2.0972,2.5578022128382014,-13.4865,199.10378813471868,0.608372663204912,3.008908885218499,-13.34,106.97284103393667,0.658,6.670193786428911,3.5,0.85,10000,1000,10,1
1.5441,1.2967864858950373,-7.0929,105.017163978385,0.23288208944986064,1.0928081465107549,-7.44,61.45749834162013,0.198,2.4660503118172667,3.5,0.9,10000,1000,10,1
1.2117,0.5962240434601744,-5.3946,97.73772637603003,0.07150613147258857,0.34016757320994706,-4.34,34.88962780845994,0.088,1.7867778982083231,3.5,0.95,10000,1000,10,1
1.0363,0.2014505150154747,-4.6953,71.1917557342032,0.010781908989264306,0.07057656345041129,-3.86,28.23437830043015,0.006,0.3463755153006055,3.5,0.99,10000,1000,10,1
711.5782,444.40819871460513,-917.4816,13920.051698093264,71.18061452429477,1128.012394325778,-1027.78,7687.957774407591,77.506,1219.6280782389863,3.6,0.01,10000,1000,10,1
672.2747,431.3053705205976,-808.8903,9432.73984281132,74.47965782666581,1120.8416098226191,-1029.74,7645.630719522746,75.416,1165.4604655472765,3.6,0.05,10000,1000,10,1
623.0946,414.5099782283172,-1240.8579,22134.72422450203,86.38687482279046,1106.8018481727822,-1166.78,8976.364405670838,74.52,1126.9075213415545,3.6,0.1,10000,1000,10,1
571.8173,397.4770226323907,-1217.6811,20797.83462742989,103.17464552518022,1075.7877771685187,-1109.46,8202.080097157796,72.008,1031.6942993196799,3.6,0.15,10000,1000,10,1
520.7384,378.9079850906286,-1098.7002,16526.552363394552,112.13066996673723,1048.5205221314209,-1138.56,7865.102358514541,93.686,1101.7962646991007,3.6,0.2,10000,1000,10,1
465.5862,357.95481191005103,-1094.8041,14636.818413611974,137.2694267243862,972.7242400076996,-1219.72,7735.4520775119745,103.692,989.8385460117813,3.6,0.25,10000,1000,10,1
406.0776,331.8229714444737,-1164.3345,13077.571898769529,165.27093455293195,865.8028849224145,-1202.28,6338.389410538924,122.208,894.4316214940932,3.6,0.3,10000,1000,10,1
340.4359,300.11666979891334,-1395.3033,14729.965180676141,180.88278572422257,745.1034900305915,-1350.7,6240.188739577558,155.7,873.7439515380263,3.6,0.35,10000,1000,10,1
271.4774,262.18990348455446,-1572.8256,14873.81949644495,175.17851842458725,614.4684235604302,-1518.24,6228.887156300119,161.852,732.9725062821228,3.6,0.4,10000,1000,10,1
203.7743,218.7896692248288,-1509.489,11443.823039563968,160.1876301034662,490.02530785074896,-1314.22,4309.710796830251,145.184,534.2725061755335,3.6,0.45,10000,1000,10,1
140.5174,170.97947507592835,-1052.3466,6580.179283287689,127.6947558993999,371.72705286727165,-1147.14,3520.3046849537736,135.938,442.59833877337195,3.6,0.5,10000,1000,10,1
87.5913,123.01595451123403,-898.2009,5534.098251791817,89.28122447299769,267.5201261334251,-878.2,2361.8862399914747,98.67,302.14519733404205,3.6,0.55,10000,1000,10,1
49.0985,80.15492747018115,-679.0203,5249.273891608897,53.61243366468466,173.98317122234977,-622.08,2034.3348606934264,63.242,202.35697237907826,3.6,0.6,10000,1000,10,1
24.631,46.73949977267622,-373.7259,2334.775507588743,27.129940762466028,99.66921196932353,-358.2,1288.6127472135406,32.758,117.7499891379791,3.6,0.65,10000,1000,10,1
11.8286,24.782058470595214,-211.4883,2344.0622670172984,12.121238844443956,51.307288904752426,-164.16,724.1988268383756,14.24,72.5792613279957,3.6,0.7,10000,1000,10,1
5.9257,12.161479330657105,-86.6133,1032.4508740099136,4.800198179243295,23.459521950246558,-81.8,490.32723979013036,4.962,28.94930676607341,3.6,0.75,10000,1000,10,1
3.2942,5.676023816017688,-41.7582,566.2531589287248,1.7321805508506543,9.618264708297762,-34.06,249.70813325797283,1.838,15.389783641885757,3.6,0.8,10000,1000,10,1
2.1634,2.728534485763374,-18.8811,267.22072646869196,0.6465279825444071,3.291198169035343,-15.5,112.02234107752814,0.686,6.850846473957868,3.6,0.85,10000,1000,10,1
1.5661,1.3448534455471348,-9.3906,141.68078266320245,0.23827984029949467,1.124519151106909,-7.68,58.2868538843329,0.244,3.203356075901476,3.6,0.9,10000,1000,10,1
1.2188,0.6131285020287347,-4.6953,77.88688525419066,0.07276280318520978,0.34533490231823327,-4.62,37.50728302114088,0.056,1.1987525602767557,3.6,0.95,10000,1000,10,1
1.0375,0.20516761440344333,-5.0949,73.91612715352001,0.010856226969371491,0.07012623401611374,-3.94,28.64539152892808,0.012,0.48977544650461985,3.6,0.99,10000,1000,10,1
718.5692,440.99967620323713,-826.173,9924.095339117866,67.85245565597975,1056.7404891893707,-1000.02,7265.43891722076,61.514,1087.0373281627828,3.7,0.01,10000,1000,10,1
679.5563,428.0468166337766,-816.7824,9466.214738817116,66.39932900661347,1057.5738592880944,-941.08,6406.420580641393,72.524,1144.7598686797564,3.7,0.05,10000,1000,10,1
629.827,411.71731135695524,-982.3167,15493.194437267877,72.12935352810197,1043.2309926272048,-990.78,7012.299211073538,67.884,1064.6600173948793,3.7,0.1,10000,1000,10,1
579.6289,394.86772770738054,-946.8522,14645.345681101799,90.64053030489464,1019.5295634273199,-1012.12,7258.502992502602,71.804,1042.8068901791073,3.7,0.15,10000,1000,10,1
529.1139,376.83820497235945,-924.075,12012.12791879477,94.89667045305305,1001.5859397407321,-1040.02,7106.765580156779,67.566,940.6398651873084,3.7,0.2,10000,1000,10,1
475.8861,357.2442821470905,-965.6334,10661.959421357536,122.18773484729678,947.4058764840354,-1130.36,7149.322593907423,94.732,997.4144032071987,3.7,0.25,10000,1000,10,1
418.2195,333.4594079040956,-1134.2646,12073.834556978067,145.04074326785798,846.4079977756163,-1176.62,6151.180136958089,115.178,904.847359055835,3.7,0.3,10000,1000,10,1
355.9132,303.71172592733393,-1197.4014,11370.986184230384,164.883215292302,736.6562200526583,-1412.18,7050.734637858196,133.638,843.9743089806832,3.7,0.35,10000,1000,10,1
287.2292,268.40664907442215,-1217.8809,9834.290458584066,168.71758357371706,617.9972763191635,-1416.8,6173.064752037133,138.428,658.2886169502863,3.7,0.4,10000,1000,10,1
218.3277,226.83942583402475,-1485.1134,11863.751661084618,156.91739316844584,494.8714047446686,-1327.06,4578.4158773089375,139.336,508.26476605332493,3.7,0.45,10000,1000,10,1
153.7509,180.2840743082705,-1164.834,5743.368139759359,130.46087512813403,379.5561322937289,-1165.92,3433.694450494676,131.354,430.8343631940828,3.7,0.5,10000,1000,10,1
97.7205,131.89531826319688,-1045.2537,6305.0703737688855,93.79933029648437,274.54734899807687,-1006.44,2840.8839449296156,105.93,331.88993686615345,3.7,0.55,10000,1000,10,1
55.5725,87.42940548665534,-783.9153,5757.765575252944,58.249714061651765,182.97820482953693,-699.32,2126.1729936107918,68.886,219.98381370416595,3.7,0.6,10000,1000,10,1
28.0085,51.63821286363423,-384.9147,2422.658834876865,29.860645624852214,105.78574317342614,-397.86,1286.6285251369834,34.77,131.5021535247167,3.7,0.65,10000,1000,10,1
13.2283,27.387646468983053,-177.4224,1301.4742425797947,13.418355265364232,55.30458027286226,-180.38,752.491647772915,14.924,66.19813020957861,3.7,0.7,10000,1000,10,1
6.4577,13.410712535506827,-90.2097,977.6130873002653,5.330804944019214,25.365428468603525,-84.2,460.52531782393424,5.874,33.18864674293398,3.7,0.75,10000,1000,10,1
3.4871,6.162615807431127,-49.8501,664.3569441534531,1.889002354074415,10.212741294637038,-35.7,236.23524442612475,2.502,22.215070266256046,3.7,0.8,10000,1000,10,1
2.2341,2.89711877388553,-17.8821,335.80503316898063,0.686955801216922,3.515587326982486,-17.52,132.75093928552113,0.648,7.822161761397046,3.7,0.85,10000,1000,10,1
1.588,1.3935049336116467,-9.3906,161.43744620299114,0.2434182488404628,1.163884977658571,-8.24,61.61559906553551,0.27,4.423692677581769,3.7,0.9,10000,1000,10,1
1.2249,0.6239551185782516,-6.993,111.02946953539195,0.07255934853964116,0.3472017459276435,-4.84,37.319079187020904,0.112,2.016894341872828,3.7,0.95,10000,1000,10,1
1.0386,0.20859060381522462,-5.2947,77.84843151752625,0.010890982573112188,0.06952270284603061,-4.1,29.17661953538742,0.02,0.6321708345031425,3.7,0.99,10000,1000,10,1
724.6613,437.9274928367823,-982.8162,14974.360390010872,66.58018752648188,1004.581027258146,-947.54,6348.902488200653,84.958,1281.6161173390506,3.8,0.01,10000,1000,10,1
686.1266,424.96413492486636,-1300.3983,23172.32302099805,65.46896530116837,987.0346453965761,-1052.52,7822.385353641312,56.604,1013.2761223052696,3.8,0.05,10000,1000,10,1
637.3599,408.4876964756589,-1024.4745,16115.628005285747,67.34392633979958,977.1999718616344,-1117.98,8450.498790756747,53.18,949.0863628207968,3.8,0.1,10000,1000,10,1
587.2463,392.08197412825547,-1132.7661,17954.27499557842,77.1826337192714,966.9138060698705,-935.8,6101.892957907979,70.436,1067.8783855517595,3.8,0.15,10000,1000,10,1
536.1982,374.79307106289997,-1067.6313,16404.563918095926,89.47666066413228,938.8953390127839,-1059.08,7416.993645209177,75.586,1035.6809065045131,3.8,0.2,10000,1000,10,1
484.6638,356.01315645571304,-1356.0426,21774.04255101671,103.50027305987554,905.7747712038782,-1062.96,6857.642361940176,87.082,1002.4190589134703,3.8,0.25,10000,1000,10,1
429.4278,334.16090284047294,-1022.7762,12501.793278111361,126.1767754418649,829.9688246757273,-1152.28,6364.664146407857,90.836,879.4712093438914,3.8,0.3,10000,1000,10,1
368.9791,306.68846255310945,-1262.2365,13164.827675504921,151.08728837868807,728.9888075525682,-1275.02,6246.965860147292,117.87,810.1987566656284,3.8,0.35,10000,1000,10,1
301.0611,273.42456833062755,-1259.6391,12162.391266070257,158.8358761328071,618.1789371794353,-1319.96,5561.21482316867,147.496,815.2984000549205,3.8,0.4,10000,1000,10,1
232.2332,233.88009966168562,-1326.0726,11044.604971062836,151.9474387152118,498.7991206617695,-1355.7,5042.83814251986,144.58,654.6210785451744,3.8,0.45,10000,1000,10,1
166.939,188.84234291863675,-1275.6231,9448.394519448577,132.143753654876,386.2036166946476,-1280.8,4263.420344665012,130.2,472.75210148125785,3.8,0.5,10000,1000,10,1
108.1311,140.6208957189151,-1009.8891,6816.653435462823,98.31966433166808,282.354893858825,-1043.56,2944.8099627941524,101.966,320.8539692304851,3.8,0.55,10000,1000,10,1
62.3422,94.60890285358985,-738.9603,4204.0116913436395,62.396825489048986,192.15612246535065,-718.42,1842.7024336082814,72.03,238.34017643689532,3.8,0.6,10000,1000,10,1
31.5759,56.546250443243366,-474.0255,3218.7320879618355,32.75384207295855,114.11048483413772,-430.88,1537.5886457321244,40.414,149.72838896831257,3.8,0.65,10000,1000,10,1
14.7901,30.150413628837665,-260.0397,2457.4078126838644,14.796253307096224,59.52435683532116,-218.28,919.677346813666,18.678,86.84380519444129,3.8,0.7,10000,1000,10,1
7.0294,14.651796328095745,-93.8061,1063.5461770651357,5.828026187458608,27.58166623110236,-90.1,406.3477597454981,6.614,49.49969723142355,3.8,0.75,10000,1000,10,1
3.7101,6.763272727755402,-49.3506,637.1711906483683,2.1038650735727833,11.322999275561596,-42.68,278.4567675908447,1.994,16.683278969666542,3.8,0.8,10000,1000,10,1
2.3018,3.0759253501995136,-19.2807,386.83687671217234,0.7255310807606111,3.7509676867376074,-17.9,144.1862301570323,0.774,9.904076588622855,3.8,0.85,10000,1000,10,1
1.6115,1.4399193553807101,-7.3926,114.54376758562323,0.24821382685992313,1.1695287685225502,-8.64,65.22097651505808,0.206,2.7565057287049552,3.8,0.9,10000,1000,10,1
1.2343,0.6442076606188412,-5.8941,92.99856535724543,0.07441331234519993,0.3537941791407573,-5.54,40.662928416122924,0.088,1.6225040067516605,3.8,0.95,10000,1000,10,1
1.04,0.212602916254693,-5.1948,75.90781285589289,0.010999385844051085,0.06910484818193638,-4.32,30.023786283116884,0.012,0.48977544650461985,3.8,0.99,10000,1000,10,1
732.8728,433.51510564242164,-1134.4644,19742.44078925309,61.486452893261905,955.3465880299541,-1054.02,7881.553256038608,59.58,1077.2066937343561,3.9,0.01,10000,1000,10,1
692.2324,421.874418269513,-1013.3856,16294.734220435876,63.178193072993345,933.2530306147331,-940.06,6274.594827590467,51.024,971.0230687290594,3.9,0.05,10000,1000,10,1
643.4524,405.7424223990388,-805.8933,8797.344537268384,61.23561642764526,924.6717597252276,-1004.86,7135.050334421438,51.576,931.2782205852415,3.9,0.1,10000,1000,10,1
593.9144,389.3360896097869,-953.6454,14626.689745624279,66.47791809832509,911.4334377220324,-927.9,6063.870269247539,63.876,1002.8625578587503,3.9,0.15,10000,1000,10,1
543.2861,372.5131117783507,-853.9452,11274.654614198342,81.0638535210288,894.7658093477949,-1104.08,7716.894867771625,66.178,982.0893249904644,3.9,0.2,10000,1000,10,1
493.2694,353.96792061377545,-1079.7192,15661.390528253842,85.81906083556895,872.924323862214,-1045.36,6709.759202628341,62.48,865.8009995010827,3.9,0.25,10000,1000,10,1
438.5756,333.96985894634264,-880.7184,7842.241871471354,112.79843192874105,813.721981434956,-1145.18,6774.85207437498,99.008,996.5721306243486,3.9,0.3,10000,1000,10,1
380.0984,308.6850889133455,-1315.683,16229.931982578575,135.71380324832998,715.5640433196738,-1201.9,6263.739764197055,98.198,776.8102060385281,3.9,0.35,10000,1000,10,1
315.3069,277.4769603271414,-1300.3983,12229.574361021821,150.8343843121024,613.3940946108816,-1329.92,6028.4010280915745,130.028,776.7969236306592,3.9,0.4,10000,1000,10,1
246.1721,239.78550765546694,-1401.1974,11787.541136158843,146.47856031015772,500.30668667021183,-1350.62,5061.933220854779,147.036,708.7494954416044,3.9,0.45,10000,1000,10,1
180.12,196.31183509916053,-1284.3144,7678.54434455371,132.00142036621548,391.0010951987953,-1347.36,4513.84653166799,121.852,473.39017725549843,3.9,0.5,10000,1000,10,1
118.541,148.68051963522322,-1161.3375,6657.368881430269,100.93426010420559,288.14163686503815,-1121.76,3103.999030830767,107.978,366.3612064197804,3.9,0.55,10000,1000,10,1
69.504,101.8563006593112,-822.6765,4843.316253155534,66.26165079537371,199.95217332788218,-802.6,2184.338429236034,73.68,239.52526972218098,3.9,0.6,10000,1000,10,1
35.6697,61.822296964040405,-565.0344,4594.554231878824,35.84632376340778,120.65022908419857,-504.14,1646.357770896405,42.972,151.63174613069475,3.9,0.65,10000,1000,10,1
16.6405,33.21192345754759,-255.4443,2203.5603254071084,16.375288633129223,63.716878493016324,-251.16,935.3107157589404,19.724,88.26677135985335,3.9,0.7,10000,1000,10,1
7.6976,16.05379563343199,-136.7631,1397.4414170296345,6.403306112653247,29.479770787755836,-109.26,597.9749240570044,7.42,44.31997321753026,3.9,0.75,10000,1000,10,1
3.9375,7.317799788870969,-39.8601,529.1268770844998,2.2722110698996274,11.709384350464084,-44.96,276.65547568270273,1.878,14.874650971506943,3.9,0.8,10000,1000,10,1
2.3771,3.267337691454619,-18.3816,252.4681266951131,0.7641729302322384,3.8489191333193618,-19.7,154.84930684631132,0.74,8.16939862581027,3.9,0.85,10000,1000,10,1
1.6377,1.5006794161312402,-8.6913,134.12709797856365,0.2570409378641306,1.2184561507464544,-9.4,73.3769610834476,0.226,2.964760189340452,3.9,0.9,10000,1000,10,1
1.2411,0.6578531675077653,-7.6923,108.71164722758226,0.0749405453721044,0.3519616214378726,-5.56,40.80751064807224,0.088,1.5724195528945295,3.9,0.95,10000,1000,10,1
1.0417,0.2185431536333271,-3.996,64.62239386914523,0.011300953798257454,0.07172712007903714,-4.58,31.09855803781267,0.012,0.48977544650461985,3.9,0.99,10000,1000,10,1
738.9404,430.16276762155974,-1040.1588,17017.668718477387,56.708700750722954,897.7106439278408,-1060.3,7876.6787491182895,72.004,1184.0735902006688,4.0,0.01,10000,1000,10,1
698.985,418.34024642030323,-1108.2906,18070.817983666697,58.230442683608246,891.2854500708402,-1180.86,9010.883045613577,62.316,1075.895567084058,4.0,0.05,10000,1000,10,1
649.2021,403.08698819930913,-990.9081,15549.352719668255,61.3862617067528,867.1776583873783,-980.34,6755.3638672167635,57.122,996.1983528554056,4.0,0.1,10000,1000,10,1
600.4932,386.533881766864,-1054.3446,17048.011908637753,62.40992962123145,863.4898479074432,-1028.72,7171.350081246822,57.076,955.7112056551717,4.0,0.15,10000,1000,10,1
550.5199,369.9619172347202,-1095.4035,17831.829557513847,71.01672046351644,848.3980665356711,-1108.38,7953.873030493919,63.086,970.3689392142658,4.0,0.2,10000,1000,10,1
499.5966,352.4457947946606,-1282.9158,20996.5133426711,82.9784149023217,830.5904989127257,-1066.12,7244.921879144281,57.73,857.5169856265611,4.0,0.25,10000,1000,10,1
447.2511,333.02226839776046,-1283.8149,19204.67201016304,98.42113722627717,786.391106789636,-1121.92,6936.000744249703,69.436,834.0076970795168,4.0,0.3,10000,1000,10,1
390.2435,309.9664572300525,-1484.514,18935.193946003863,119.98513441633152,702.676872501581,-1215.78,6535.584011963869,96.338,814.509970721808,4.0,0.35,10000,1000,10,1
328.3082,280.4862991533811,-1406.8917,15438.176124360538,139.4832159253,607.3793455108888,-1408.34,6793.912434600323,112.212,734.1127155988515,4.0,0.4,10000,1000,10,1
259.8141,245.1261053849426,-1280.2185,9503.56778816399,140.03322949061825,499.17402439293704,-1288.24,4607.751820582789,123.424,652.7439955268602,4.0,0.45,10000,1000,10,1
192.2762,203.12112178097087,-1337.4612,9930.748235372095,129.9174305382777,394.0581526130632,-1304.8,4274.003705048356,113.988,442.6201160280803,4.0,0.5,10000,1000,10,1
129.309,156.35704435362035,-1219.3794,8310.54259823529,103.3631235570341,293.5201156020104,-1170.46,3652.4306171837584,105.404,370.45361433253316,4.0,0.55,10000,1000,10,1
76.9939,108.9761674073281,-862.9362,4544.266275883068,69.89738980709498,206.38526089109843,-889.26,2521.6567029738135,73.53,223.5145967884374,4.0,0.6,10000,1000,10,1
40.1393,67.24070713124603,-535.7637,3293.969708407517,38.811691485910245,126.6403401777156,-580.94,1831.8690703292862,44.148,165.25593801284373,4.0,0.65,10000,1000,10,1
18.6005,36.42967608626242,-331.668,2402.2064210106746,18.03929357904445,68.21262654231907,-283.62,1039.2149404089785,20.322,85.00034601036744,4.0,0.7,10000,1000,10,1
8.452,17.590346670830566,-143.6562,1313.1034492637687,7.016786034281383,31.30943287309653,-123.14,530.4759003650278,8.262,47.04466681854179,4.0,0.75,10000,1000,10,1
4.1508,7.820118884006815,-53.7462,602.3414263563072,2.3998104974939323,12.265006013313512,-43.28,267.54812613804637,2.634,23.85537574416277,4.0,0.8,10000,1000,10,1
2.4556,3.474424936590226,-19.6803,265.2885117967967,0.8077310252116756,4.081917469358186,-20.54,137.28799364591183,0.788,8.076235419912905,4.0,0.85,10000,1000,10,1
1.6617,1.559824704894752,-10.4895,133.25150613084497,0.2646139360818155,1.3272944823211348,-10.14,72.42723914727836,0.236,2.846948280431372,4.0,0.9,10000,1000,10,1
1.2502,0.6769046904845615,-6.3936,108.33608516913918,0.07658793513542311,0.36369414678254774,-6.14,43.156536569387335,0.104,2.056600826776083,4.0,0.95,10000,1000,10,1
1.0429,0.22329261071517792,-3.6963,60.65730786318927,0.011478626263966722,0.0723911291478368,-4.72,31.77770574252059,0.008,0.3999399894978245,4.0,0.99,10000,1000,10,1
